height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
7,17,119,2.4290000000000003,0.22699999999999998,0.8909999999999999,1.5,27,106,18,P
7,48,336,6.857,0.33,0.821,1.44,111,276,77,P
9,510,4590,56.667,0.171,0.695,1.27,787,3190,618,P
9,172,1548,19.111,0.353,0.799,2.43,546,1237,225,P
11,20,220,1.818,0.568,0.895,8.93,125,197,14,P
1,206,206,206.0,0.99,1.0,204.0,204,206,1,N
10,48,480,4.8,0.36,0.863,2.16,173,414,80,P
7,8,56,1.143,0.35700000000000004,0.804,2.0,20,45,10,P
22,69,1518,3.136,0.516,0.848,10.59,784,1287,74,P
6,11,66,1.8330000000000002,0.364,0.833,1.6,24,55,15,P
10,271,2710,27.1,0.168,0.612,1.29,454,1659,351,P
7,61,427,8.714,0.321,0.965,1.78,137,412,77,P
9,36,324,4.0,0.506,0.91,2.93,164,295,56,P
10,42,420,4.2,0.317,0.85,2.22,133,357,60,P
7,19,133,2.714,0.33799999999999997,0.8270000000000001,1.67,45,110,27,P
7,13,91,1.857,0.67,0.89,7.63,61,81,8,P
11,22,242,2.0,0.603,0.81,8.59,146,196,17,P
5,12,60,2.4,0.317,0.75,1.46,19,45,13,P
7,110,770,15.714,0.174,0.447,1.25,134,344,107,P
9,520,4680,57.778,0.081,0.308,1.37,378,1441,276,P
10,262,2620,26.2,0.179,0.606,1.36,469,1587,344,P
7,42,294,6.0,0.14300000000000002,0.7140000000000001,1.27,42,210,33,P
8,4,32,0.5,0.43799999999999994,0.6559999999999999,4.67,14,21,3,P
8,190,1520,23.75,0.11800000000000001,0.62,1.21,179,943,148,P
6,31,186,5.167000000000001,0.263,0.812,1.4,49,151,35,P
1,14,14,14.0,0.5710000000000001,1.0,2.67,8,14,3,P
8,30,240,3.75,0.233,0.833,1.24,56,200,45,P
67,30,2010,0.44799999999999995,0.16899999999999998,0.46,2.26,339,924,150,N
55,48,2640,0.873,0.142,0.364,4.26,375,960,88,N
9,511,4599,56.778,0.16399999999999998,0.509,1.42,755,2339,530,P
6,2,12,0.33299999999999996,0.583,1.0,7.0,7,12,1,P
13,159,2067,12.231,0.41200000000000003,0.627,4.81,852,1296,177,P
5,7,35,1.4,0.457,1.0,2.0,16,35,8,P
11,94,1034,8.545,0.28,0.675,2.03,290,698,143,P
9,47,423,5.222,0.36200000000000004,0.905,2.01,153,383,76,P
9,107,963,11.889000000000001,0.209,0.778,1.38,201,749,146,P
9,171,1539,19.0,0.121,0.574,1.35,186,884,138,P
16,424,6784,26.5,0.371,0.7190000000000001,5.16,2518,4879,488,P
12,12,144,1.0,0.306,0.9790000000000001,1.69,44,141,26,P
77,257,19789,3.338,0.465,0.49,72.47,9204,9689,127,P
11,413,4543,37.545,0.35600000000000004,0.8059999999999999,2.44,1619,3662,664,P
9,75,675,8.333,0.373,0.9129999999999999,2.23,252,616,113,P
16,21,336,1.3130000000000002,0.095,0.515,1.6,32,173,20,N
10,535,5350,53.5,0.113,0.45799999999999996,1.36,606,2448,447,P
8,35,280,4.375,0.321,0.775,1.76,90,217,51,P
7,13,91,1.857,0.297,0.857,1.17,27,78,23,P
9,83,747,9.222000000000001,0.35100000000000003,0.726,2.94,262,542,89,P
1,45,45,45.0,0.244,1.0,1.38,11,45,8,N
17,24,408,1.412,0.426,0.792,4.46,174,323,39,P
9,132,1188,14.667,0.168,0.693,1.34,199,823,149,P
1,98,98,98.0,0.9390000000000001,1.0,30.67,92,98,3,N
32,106,3392,3.313,0.198,0.395,4.56,671,1341,147,N
9,268,2412,29.778000000000002,0.183,0.6859999999999999,1.29,441,1654,341,P
5,6,30,1.2,0.3,1.0,1.8,9,30,5,P
9,73,657,8.111,0.376,0.846,2.63,247,556,94,P
36,43,1548,1.194,0.11699999999999999,0.183,3.07,181,283,59,N
5,43,215,8.6,0.233,0.8,1.35,50,172,37,P
22,22,484,1.0,0.107,0.473,1.79,52,229,29,N
10,126,1260,12.6,0.41,0.833,2.63,516,1049,196,P
4,137,548,34.25,0.17300000000000001,0.622,3.28,95,341,29,P
10,29,290,2.9,0.221,0.5720000000000001,3.56,64,166,18,P
9,267,2403,29.666999999999998,0.131,0.517,1.35,315,1242,234,P
6,326,1956,54.333,0.213,0.716,1.29,416,1400,323,P
12,67,804,5.582999999999999,0.35,0.693,2.84,281,557,99,P
5,19,95,3.8,0.316,0.9159999999999999,1.5,30,87,20,P
7,20,140,2.8569999999999998,0.46399999999999997,0.986,2.32,65,138,28,P
15,154,2310,10.267000000000001,0.423,0.7040000000000001,5.84,976,1626,167,P
4,18,72,4.5,0.18100000000000002,0.778,6.5,13,56,2,P
2,21,42,10.5,0.452,1.0,6.33,19,42,3,N
1,12,12,12.0,0.583,1.0,3.5,7,12,2,P
8,95,760,11.875,0.187,0.645,1.34,142,490,106,P
4,15,60,3.75,0.267,0.8,4.0,16,48,4,P
8,10,80,1.25,0.425,0.9129999999999999,2.0,34,73,17,P
10,22,220,2.2,0.336,0.836,2.74,74,184,27,P
7,9,63,1.286,0.381,0.857,2.0,24,54,12,P
2,9,18,4.5,0.556,0.556,10.0,10,10,1,N
5,5,25,1.0,0.4,0.56,5.0,10,14,2,P
7,41,287,5.857,0.32799999999999996,0.774,1.42,94,222,66,P
86,67,5762,0.779,0.16399999999999998,0.935,2.37,947,5386,399,N
8,33,264,4.125,0.375,0.83,1.9,99,219,52,P
7,135,945,19.285999999999998,0.156,0.753,1.23,147,712,120,P
10,271,2710,27.1,0.193,0.693,1.37,522,1878,380,P
6,12,72,2.0,0.319,0.653,2.09,23,47,11,P
10,261,2610,26.1,0.264,0.679,1.77,689,1771,390,P
11,90,990,8.182,0.47,0.718,4.6,465,711,101,P
25,410,10250,16.4,0.272,0.67,2.29,2792,6872,1218,P
8,14,112,1.75,0.28600000000000003,0.884,2.67,32,99,12,P
186,469,87234,2.522,0.37799999999999995,0.529,22.29,33017,46133,1481,N
8,35,280,4.375,0.44299999999999995,0.996,2.14,124,279,58,P
9,27,243,3.0,0.34600000000000003,0.951,1.95,84,231,43,P
14,416,5824,29.714000000000002,0.384,0.617,4.64,2234,3594,481,P
10,21,210,2.1,0.36200000000000004,0.8190000000000001,2.11,76,172,36,P
8,30,240,3.75,0.242,0.821,1.53,58,197,38,P
14,385,5390,27.5,0.369,0.561,4.83,1990,3022,412,P
9,299,2691,33.222,0.133,0.574,1.31,358,1545,274,P
11,22,242,2.0,0.603,0.888,8.59,146,215,17,P
7,6,42,0.857,0.405,0.929,1.89,17,39,9,P
8,126,1008,15.75,0.188,0.685,1.27,189,690,149,P
9,37,333,4.111000000000001,0.526,0.898,3.18,175,299,55,P
7,14,98,2.0,0.316,0.7759999999999999,2.21,31,76,14,P
6,10,60,1.6669999999999998,0.183,0.65,1.83,11,39,6,P
10,87,870,8.7,0.344,0.9009999999999999,2.27,299,784,132,P
9,9,81,1.0,0.63,0.802,5.1,51,65,10,P
7,18,126,2.571,0.365,0.968,2.0,46,122,23,P
10,59,590,5.9,0.40299999999999997,0.792,2.98,238,467,80,P
9,39,351,4.333,0.256,0.698,1.64,90,245,55,P
9,184,1656,20.444000000000003,0.20600000000000002,0.659,1.36,341,1091,251,P
7,13,91,1.857,0.297,0.835,1.69,27,76,16,P
1,19,19,19.0,0.579,1.0,3.67,11,19,3,N
9,532,4788,59.111000000000004,0.154,0.642,1.29,736,3073,572,P
1,14,14,14.0,0.857,1.0,12.0,12,14,1,N
11,99,1089,9.0,0.23,0.601,2.14,250,654,117,P
8,28,224,3.5,0.259,0.8440000000000001,1.93,58,189,30,P
5,12,60,2.4,0.2,0.467,1.71,12,28,7,P
8,29,232,3.625,0.45299999999999996,0.996,2.1,105,231,50,P
10,327,3270,32.7,0.379,0.767,2.75,1239,2508,450,P
9,29,261,3.222,0.23399999999999999,0.7090000000000001,1.3,61,185,47,P
7,7,49,1.0,0.245,0.878,1.71,12,43,7,P
8,7,56,0.875,0.429,1.0,2.67,24,56,9,P
9,12,108,1.3330000000000002,0.444,0.981,1.71,48,106,28,P
17,96,1632,5.647,0.366,0.675,5.15,597,1101,116,P
8,25,200,3.125,0.385,0.615,2.75,77,123,28,P
8,21,168,2.625,0.435,1.0,1.97,73,168,37,P
9,34,306,3.778,0.366,0.846,2.38,112,259,47,P
7,59,413,8.429,0.228,0.659,1.24,94,272,76,P
9,233,2097,25.889,0.165,0.687,1.26,345,1441,274,P
9,148,1332,16.444000000000003,0.198,0.77,1.33,264,1025,198,P
9,85,765,9.443999999999999,0.395,0.846,2.32,302,647,130,P
9,30,270,3.333,0.27,0.7959999999999999,1.4,73,215,52,P
5,46,230,9.2,0.278,0.835,2.21,64,192,29,P
5,94,470,18.8,0.27699999999999997,0.945,1.63,130,444,80,P
5,36,180,7.2,0.406,0.961,1.35,73,173,54,P
11,35,385,3.182,0.35100000000000003,0.652,2.25,135,251,60,P
10,19,190,1.9,0.379,0.816,2.12,72,155,34,P
4,2,8,0.5,0.875,0.875,7.0,7,7,1,N
7,133,931,19.0,0.21100000000000002,0.5589999999999999,1.75,196,520,112,P
7,4,28,0.5710000000000001,0.429,0.7140000000000001,2.4,12,20,5,P
9,29,261,3.222,0.318,0.893,1.73,83,233,48,P
11,8,88,0.727,0.511,0.852,9.0,45,75,5,P
2,100,200,50.0,0.46,0.505,11.5,92,101,8,N
5,6,30,1.2,0.433,0.9,1.63,13,27,8,P
10,511,5110,51.1,0.134,0.557,1.28,684,2846,534,P
6,172,1032,28.666999999999998,0.294,0.907,1.73,303,936,175,P
10,173,1730,17.3,0.09,0.375,1.52,155,649,102,P
9,49,441,5.444,0.5920000000000001,0.998,2.97,261,440,88,P
10,155,1550,15.5,0.32899999999999996,0.601,2.88,510,931,177,P
8,233,1864,29.125,0.151,0.665,1.36,282,1239,207,P
7,19,133,2.714,0.203,0.406,2.25,27,54,12,P
8,7,56,0.875,0.46399999999999997,1.0,2.36,26,56,11,P
8,92,736,11.5,0.359,0.9129999999999999,1.75,264,672,151,P
7,109,763,15.571,0.28300000000000003,0.5429999999999999,1.93,216,414,112,P
10,131,1310,13.1,0.439,0.845,2.79,575,1107,206,P
7,4,28,0.5710000000000001,0.25,0.857,1.75,7,24,4,P
6,76,456,12.667,0.353,0.961,1.49,161,438,108,P
8,63,504,7.875,0.435,0.843,2.41,219,425,91,P
8,29,232,3.625,0.341,0.78,1.93,79,181,41,P
9,64,576,7.111000000000001,0.307,0.8420000000000001,1.99,177,485,89,P
5,14,70,2.8,0.5429999999999999,0.929,2.0,38,65,19,P
25,203,5075,8.12,0.8370000000000001,0.929,15.22,4246,4713,279,P
10,186,1860,18.6,0.34700000000000003,0.7709999999999999,2.42,645,1434,267,P
10,33,330,3.3,0.36700000000000005,0.8640000000000001,1.95,121,285,62,P
10,51,510,5.1,0.22,0.841,1.29,112,429,87,P
7,27,189,3.8569999999999998,0.344,1.0,1.97,65,189,33,P
1,7,7,7.0,1.0,1.0,7.0,7,7,1,P
10,131,1310,13.1,0.48700000000000004,0.856,2.94,638,1121,217,P
9,30,270,3.333,0.248,0.937,1.46,67,253,46,P
7,26,182,3.714,0.33,0.7859999999999999,2.07,60,143,29,P
9,268,2412,29.778000000000002,0.198,0.637,1.36,478,1536,351,P
12,410,4920,34.167,0.324,0.706,2.47,1595,3474,645,P
12,39,468,3.25,0.282,0.48700000000000004,4.0,132,228,33,P
22,1,22,0.045,1.0,1.0,22.0,22,22,1,N
10,33,330,3.3,0.282,0.8390000000000001,1.82,93,277,51,P
8,43,344,5.375,0.387,0.762,1.93,133,262,69,P
5,13,65,2.6,0.33799999999999997,0.723,2.2,22,47,10,P
8,40,320,5.0,0.37200000000000005,0.919,1.75,119,294,68,P
7,13,91,1.857,0.209,0.846,2.71,19,77,7,P
11,175,1925,15.909,0.21,0.469,1.98,405,902,205,P
8,17,136,2.125,0.441,0.978,1.67,60,133,36,P
6,95,570,15.833,0.209,0.667,1.63,119,380,73,P
8,61,488,7.625,0.207,0.8029999999999999,1.31,101,392,77,P
9,272,2448,30.221999999999998,0.13699999999999998,0.532,1.33,336,1303,252,P
9,18,162,2.0,0.63,0.9440000000000001,7.29,102,153,14,P
8,8,64,1.0,0.469,0.8440000000000001,2.73,30,54,11,P
25,292,7300,11.68,0.479,0.9540000000000001,7.58,3496,6967,461,P
5,28,140,5.6,0.307,0.821,1.39,43,115,31,P
7,43,301,6.143,0.319,0.8009999999999999,1.41,96,241,68,P
7,183,1281,26.143,0.265,0.664,1.88,340,850,181,P
10,32,320,3.2,0.33399999999999996,0.797,2.1,107,255,51,P
11,22,242,2.0,0.41700000000000004,0.6940000000000001,4.04,101,168,25,P
10,122,1220,12.2,0.273,0.54,2.03,333,659,164,P
3,106,318,35.333,0.258,0.34,6.31,82,108,13,N
11,116,1276,10.545,0.27399999999999997,0.804,1.8,350,1026,194,P
7,31,217,4.428999999999999,0.3,0.88,1.97,65,191,33,P
10,292,2920,29.2,0.203,0.649,1.5,594,1896,397,P
9,185,1665,20.555999999999997,0.41700000000000004,0.7859999999999999,3.13,694,1309,222,P
23,47,1081,2.043,0.315,0.747,2.2,341,808,155,P
9,34,306,3.778,0.363,0.863,1.76,111,264,63,P
9,505,4545,56.111000000000004,0.18899999999999997,0.626,1.32,861,2847,654,P
9,86,774,9.556000000000001,0.3,0.677,2.13,232,524,109,P
8,104,832,13.0,0.575,0.87,3.71,478,724,129,P
6,29,174,4.833,0.368,0.9540000000000001,1.73,64,166,37,P
17,23,391,1.3530000000000002,0.373,0.621,10.43,146,243,14,P
6,51,306,8.5,0.45399999999999996,0.8170000000000001,2.44,139,250,57,P
8,32,256,4.0,0.395,0.773,2.1,101,198,48,P
8,5,40,0.625,0.475,1.0,2.38,19,40,8,P
8,43,344,5.375,0.39799999999999996,0.945,1.69,137,325,81,P
11,262,2882,23.818,0.242,0.618,1.91,697,1781,364,P
10,19,190,1.9,0.363,0.8370000000000001,2.46,69,159,28,P
9,535,4815,59.443999999999996,0.08800000000000001,0.318,1.37,425,1530,310,P
5,93,465,18.6,0.35100000000000003,1.0,1.66,163,465,98,P
7,31,217,4.428999999999999,0.221,0.853,1.78,48,185,27,P
6,43,258,7.167000000000001,0.337,0.9690000000000001,1.67,87,250,52,P
38,127,4826,3.342,0.46399999999999997,0.87,3.41,2238,4199,657,P
7,9,63,1.286,0.33299999999999996,0.9520000000000001,1.4,21,60,15,P
2,537,1074,268.5,0.556,0.655,24.88,597,704,24,N
5,12,60,2.4,0.2,0.583,2.0,12,35,6,P
8,30,240,3.75,0.45,0.7879999999999999,2.3,108,189,47,P
9,38,342,4.2219999999999995,0.371,0.8740000000000001,1.87,127,299,68,P
7,9,63,1.286,0.349,0.905,2.2,22,57,10,P
1,33,33,33.0,0.667,1.0,3.67,22,33,6,N
10,128,1280,12.8,0.355,0.7509999999999999,2.25,455,961,202,P
8,4,32,0.5,0.469,0.875,5.0,15,28,3,P
12,48,576,4.0,0.252,0.755,1.71,145,435,85,P
13,57,741,4.385,0.745,1.0,11.5,552,741,48,P
24,84,2016,3.5,0.474,0.872,8.69,956,1758,110,P
8,11,88,1.375,0.159,0.47700000000000004,1.75,14,42,8,P
17,2,34,0.11800000000000001,0.706,0.706,24.0,24,24,1,N
12,84,1008,7.0,0.282,0.778,1.91,284,784,149,P
5,53,265,10.6,0.223,0.611,1.28,59,162,46,P
7,36,252,5.143,0.409,0.861,1.84,103,217,56,P
5,107,535,21.4,0.247,0.91,1.43,132,487,92,P
11,236,2596,21.455,0.354,0.8029999999999999,2.91,920,2084,316,P
9,44,396,4.888999999999999,0.341,0.677,2.55,135,268,53,P
10,98,980,9.8,0.376,0.861,2.1,368,844,175,P
13,133,1729,10.231,0.36,0.721,4.9,622,1247,127,P
10,511,5110,51.1,0.158,0.625,1.35,805,3194,596,P
13,349,4537,26.846,0.38,0.6679999999999999,4.36,1724,3029,395,P
9,108,972,12.0,0.345,0.645,2.45,335,627,137,P
10,12,120,1.2,0.36700000000000005,1.0,1.57,44,120,28,P
7,141,987,20.143,0.16,0.757,1.17,158,747,135,P
13,348,4524,26.769000000000002,0.308,0.721,2.57,1395,3262,543,P
5,81,405,16.2,0.311,0.968,1.3,126,392,97,P
6,33,198,5.5,0.247,0.813,1.2,49,161,41,P
12,22,264,1.8330000000000002,0.621,0.7879999999999999,9.65,164,208,17,P
19,47,893,2.474,0.078,0.11199999999999999,3.89,70,100,18,N
14,187,2618,13.357000000000001,0.265,0.47700000000000004,2.31,693,1248,300,P
9,21,189,2.333,0.49700000000000005,0.958,3.62,94,181,26,P
6,29,174,4.833,0.35600000000000004,0.684,1.88,62,119,33,P
10,259,2590,25.9,0.35100000000000003,0.779,2.51,908,2018,362,P
1,27,27,27.0,0.259,1.0,1.4,7,27,5,N
5,177,885,35.4,0.226,0.498,1.71,200,441,117,P
10,18,180,1.8,0.38299999999999995,1.0,2.3,69,180,30,P
7,6,42,0.857,0.5479999999999999,0.9520000000000001,2.56,23,40,9,P
81,49,3969,0.605,0.113,0.39799999999999996,2.26,449,1580,199,N
16,309,4944,19.313,0.382,0.5489999999999999,5.38,1890,2713,351,P
7,17,119,2.4290000000000003,0.336,0.8740000000000001,1.74,40,104,23,P
9,12,108,1.3330000000000002,0.40700000000000003,0.898,1.63,44,97,27,P
8,8,64,1.0,0.43799999999999994,1.0,2.33,28,64,12,P
8,59,472,7.375,0.307,0.775,1.84,145,366,79,P
10,262,2620,26.2,0.19,0.601,1.32,499,1575,377,P
10,159,1590,15.9,0.355,0.7190000000000001,3.07,564,1144,184,P
12,271,3252,22.583000000000002,0.23800000000000002,0.5710000000000001,1.98,773,1857,391,P
9,16,144,1.778,0.278,0.917,1.48,40,132,27,P
9,108,972,12.0,0.247,0.855,1.69,240,831,142,P
9,240,2160,26.666999999999998,0.259,0.7140000000000001,1.66,559,1542,336,P
8,157,1256,19.625,0.446,0.987,2.55,560,1240,220,P
9,168,1512,18.667,0.315,0.6970000000000001,2.15,476,1054,221,P
10,35,350,3.5,0.331,0.6859999999999999,1.93,116,240,60,P
8,48,384,6.0,0.302,0.914,1.76,116,351,66,P
9,85,765,9.443999999999999,0.308,0.7440000000000001,1.95,236,569,121,P
9,37,333,4.111000000000001,0.444,0.898,2.08,148,299,71,P
10,64,640,6.4,0.47700000000000004,0.914,2.8,305,585,109,P
9,111,999,12.333,0.184,0.7709999999999999,1.6,184,770,115,P
1,39,39,39.0,0.897,1.0,8.75,35,39,4,N
9,47,423,5.222,0.31,0.78,2.34,131,330,56,P
11,13,143,1.182,0.35,0.7829999999999999,2.08,50,112,24,P
10,4,40,0.4,0.375,0.4,15.0,15,16,1,P
7,17,119,2.4290000000000003,0.395,0.782,1.81,47,93,26,P
2,535,1070,267.5,0.545,0.629,24.29,583,673,24,N
12,69,828,5.75,0.4,0.74,3.48,331,613,95,P
12,89,1068,7.417000000000001,0.429,0.879,3.5,458,939,131,P
8,102,816,12.75,0.40299999999999997,0.929,2.7,329,758,122,P
10,19,190,1.9,0.332,0.695,3.71,63,132,17,P
4,14,56,3.5,0.268,0.732,1.67,15,41,9,P
9,21,189,2.333,0.243,0.757,1.31,46,143,35,P
7,43,301,6.143,0.243,0.807,3.48,73,243,21,P
1,77,77,77.0,0.40299999999999997,1.0,5.17,31,77,6,N
2,536,1072,268.0,0.498,0.5329999999999999,41.08,534,571,13,N
9,65,585,7.222,0.222,0.7859999999999999,1.35,130,460,96,P
9,166,1494,18.444000000000003,0.386,0.75,2.95,576,1121,195,P
2,536,1072,268.0,0.532,0.5579999999999999,30.0,570,598,19,N
14,125,1750,8.929,0.289,0.7340000000000001,2.21,505,1285,228,P
13,136,1768,10.462,0.415,0.778,4.58,733,1375,160,P
8,71,568,8.875,0.32899999999999996,0.7759999999999999,1.83,187,441,102,P
9,27,243,3.0,0.34600000000000003,0.975,1.87,84,237,45,P
7,43,301,6.143,0.249,0.807,1.29,75,243,58,P
9,534,4806,59.333,0.16899999999999998,0.667,1.34,811,3208,607,P
8,133,1064,16.625,0.272,0.825,1.78,289,878,162,P
7,23,161,3.286,0.342,0.7829999999999999,1.45,55,126,38,P
10,88,880,8.8,0.257,0.6679999999999999,1.82,226,588,124,P
8,15,120,1.875,0.258,0.6829999999999999,3.88,31,82,8,P
10,81,810,8.1,0.27899999999999997,0.81,2.11,226,656,107,P
8,22,176,2.75,0.43799999999999994,0.79,2.41,77,139,32,P
11,19,209,1.7269999999999999,0.306,0.789,2.46,64,165,26,P
9,230,2070,25.555999999999997,0.39899999999999997,0.87,2.63,826,1800,314,P
8,8,64,1.0,0.391,0.7809999999999999,2.78,25,50,9,P
9,20,180,2.222,0.461,1.0,2.59,83,180,32,P
9,166,1494,18.444000000000003,0.392,0.75,3.08,585,1120,190,P
5,203,1015,40.6,0.239,0.8590000000000001,1.3,243,872,187,P
8,9,72,1.125,0.389,0.736,2.15,28,53,13,P
10,52,520,5.2,0.26899999999999996,0.85,2.0,140,442,70,P
5,18,90,3.6,0.467,0.867,1.91,42,78,22,P
11,168,1848,15.273,0.23399999999999999,0.723,1.55,432,1337,279,P
1,40,40,40.0,0.9,1.0,12.0,36,40,3,P
5,39,195,7.8,0.41,0.867,1.67,80,169,48,P
11,189,2079,17.182000000000002,0.174,0.613,1.41,361,1275,256,P
8,19,152,2.375,0.368,1.0,1.75,56,152,32,P
9,352,3168,39.111,0.205,0.6920000000000001,1.34,651,2193,486,P
8,10,80,1.25,0.4,0.825,2.0,32,66,16,P
10,413,4130,41.3,0.315,0.731,2.47,1302,3018,527,P
6,26,156,4.333,0.34,0.9740000000000001,1.33,53,152,40,P
10,64,640,6.4,0.439,0.889,2.58,281,569,109,P
10,100,1000,10.0,0.41,0.846,2.81,410,846,146,P
13,38,494,2.923,0.33,0.98,3.88,163,484,42,P
11,73,803,6.636,0.27,0.8440000000000001,2.03,217,678,107,P
11,41,451,3.727,0.337,0.634,2.92,152,286,52,P
7,15,105,2.1430000000000002,0.18100000000000002,0.61,2.71,19,64,7,P
11,1,11,0.091,1.0,1.0,11.0,11,11,1,N
9,20,180,2.222,0.233,0.5,1.62,42,90,26,P
8,7,56,0.875,0.33899999999999997,0.9640000000000001,1.36,19,54,14,P
11,261,2871,23.726999999999997,0.233,0.637,1.75,668,1830,381,P
6,82,492,13.667,0.10400000000000001,0.303,1.31,51,149,39,P
7,35,245,5.0,0.494,1.0,2.2,121,245,55,P
16,106,1696,6.625,0.192,0.593,1.49,325,1005,218,P
10,12,120,1.2,0.33299999999999996,0.867,1.82,40,104,22,P
9,268,2412,29.778000000000002,0.132,0.534,1.24,319,1288,258,P
8,298,2384,37.25,0.242,0.7909999999999999,1.5,576,1886,383,P
1,7,7,7.0,1.0,1.0,7.0,7,7,1,P
8,45,360,5.625,0.297,0.564,1.88,107,203,57,P
7,20,140,2.8569999999999998,0.379,1.0,1.61,53,140,33,P
9,34,306,3.778,0.386,0.706,2.41,118,216,49,P
9,55,495,6.111000000000001,0.299,1.0,1.92,148,495,77,P
9,40,360,4.444,0.494,0.925,2.92,178,333,61,P
7,11,77,1.571,0.35100000000000003,0.961,1.35,27,74,20,P
34,27,918,0.794,0.21899999999999997,0.5539999999999999,3.09,201,509,65,N
9,284,2556,31.555999999999997,0.141,0.601,1.26,361,1537,286,P
6,17,102,2.833,0.13699999999999998,0.627,2.8,14,64,5,N
9,5,45,0.556,0.37799999999999995,0.9329999999999999,2.83,17,42,6,P
8,113,904,14.125,0.21,0.759,1.41,190,686,135,P
7,46,322,6.571000000000001,0.155,0.5870000000000001,4.17,50,189,12,P
9,19,171,2.1109999999999998,0.62,0.836,7.57,106,143,14,P
12,104,1248,8.667,0.335,0.758,2.46,418,946,170,P
7,4,28,0.5710000000000001,0.7140000000000001,0.929,10.0,20,26,2,P
9,271,2439,30.111,0.285,0.7070000000000001,1.82,696,1724,382,P
8,21,168,2.625,0.48200000000000004,0.8270000000000001,13.5,81,139,6,P
17,11,187,0.647,0.41700000000000004,0.647,9.75,78,121,8,P
6,39,234,6.5,0.303,0.7390000000000001,1.58,71,173,45,P
5,11,55,2.2,0.364,1.0,1.33,20,55,15,P
12,117,1404,9.75,0.2,0.7140000000000001,1.6,281,1002,176,P
12,23,276,1.9169999999999998,0.5760000000000001,0.826,7.57,159,228,21,P
8,8,64,1.0,0.516,1.0,2.54,33,64,13,P
5,27,135,5.4,0.29600000000000004,0.496,3.08,40,67,13,P
1,36,36,36.0,0.583,1.0,5.25,21,36,4,N
7,13,91,1.857,0.363,0.835,1.57,33,76,21,P
20,1,20,0.05,1.0,1.0,20.0,20,20,1,N
1,18,18,18.0,0.5,1.0,3.0,9,18,3,N
11,94,1034,8.545,0.257,0.604,2.18,266,625,122,P
2,31,62,15.5,0.19399999999999998,0.516,2.0,12,32,6,P
6,20,120,3.333,0.175,0.792,1.5,21,95,14,P
7,16,112,2.286,0.46399999999999997,0.884,3.25,52,99,16,P
8,19,152,2.375,0.42100000000000004,0.9740000000000001,1.83,64,148,35,P
9,20,180,2.222,0.361,0.872,1.86,65,157,35,P
9,137,1233,15.222000000000001,0.235,0.693,1.7,290,854,171,P
11,7,77,0.636,0.46799999999999997,0.48100000000000004,36.0,36,37,1,P
13,77,1001,5.922999999999999,0.298,0.7,2.4,298,701,124,P
9,261,2349,29.0,0.183,0.718,1.42,430,1686,302,P
9,47,423,5.222,0.33299999999999996,0.757,2.39,141,320,59,P
9,21,189,2.333,0.365,0.82,2.88,69,155,24,P
14,2,28,0.14300000000000002,0.536,0.536,15.0,15,15,1,N
5,4,20,0.8,0.35,0.85,1.75,7,17,4,P
10,84,840,8.4,0.27899999999999997,0.8959999999999999,1.65,234,753,142,P
11,101,1111,9.182,0.253,0.77,1.71,281,856,164,P
8,18,144,2.25,0.479,0.986,2.16,69,142,32,P
11,185,2035,16.817999999999998,0.295,0.826,1.94,600,1681,310,P
7,22,154,3.1430000000000002,0.247,0.7140000000000001,1.23,38,110,31,P
5,30,150,6.0,0.16,0.66,1.71,24,99,14,P
9,34,306,3.778,0.35600000000000004,0.925,2.06,109,283,53,P
9,98,882,10.889000000000001,0.185,0.662,1.58,163,584,103,P
7,50,350,7.143,0.214,0.96,1.23,75,336,61,P
5,12,60,2.4,0.133,0.267,4.0,8,16,2,N
3,9,27,3.0,0.29600000000000004,1.0,1.33,8,27,6,P
5,12,60,2.4,0.483,1.0,1.38,29,60,21,P
7,11,77,1.571,0.11699999999999999,0.494,1.8,9,38,5,N
7,12,84,1.714,0.226,0.7859999999999999,1.9,19,66,10,P
12,72,864,6.0,0.63,0.885,6.11,544,765,89,P
1,199,199,199.0,0.99,1.0,197.0,197,199,1,N
12,22,264,1.8330000000000002,0.568,0.8370000000000001,7.5,150,221,20,P
1,537,537,537.0,1.0,1.0,537.0,537,537,1,N
6,32,192,5.332999999999999,0.292,0.698,1.37,56,134,41,P
10,47,470,4.7,0.48100000000000004,0.991,2.97,226,466,76,P
28,32,896,1.143,0.462,0.722,7.02,414,647,59,N
11,233,2563,21.182,0.245,0.677,1.8,629,1734,349,P
8,86,688,10.75,0.494,0.945,2.64,340,650,129,P
10,25,250,2.5,0.34,0.816,1.89,85,204,45,P
11,367,4037,33.364000000000004,0.221,0.77,1.64,891,3108,544,P
7,181,1267,25.857,0.316,0.758,1.65,400,961,242,P
14,57,798,4.071000000000001,0.742,0.97,12.08,592,774,49,P
1,413,413,413.0,0.998,1.0,412.0,412,413,1,N
8,74,592,9.25,0.41200000000000003,0.845,2.14,244,500,114,P
13,1,13,0.077,1.0,1.0,13.0,13,13,1,N
6,59,354,9.833,0.237,0.8809999999999999,1.38,84,312,61,P
5,33,165,6.6,0.315,0.909,1.27,52,150,41,P
7,46,322,6.571000000000001,0.298,0.9940000000000001,2.18,96,320,44,P
5,4,20,0.8,0.35,0.6,2.33,7,12,3,P
