FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,Corpus,class
0.29,1.66,0.17,1.08,1.04,0.5,1.04,1.71,0.21,0.08,1.54,4.33,4.87,1.16,0.42,2.37,1.33,0.96,24.76,1,25,1,101
0.0,2.51,0.18,0.99,0.9,0.31,1.97,1.79,0.31,0.04,3.9,3.18,2.82,1.7,1.21,1.43,0.54,0.4,24.18,9,297,1,109
0.76,1.88,0.24,1.24,1.04,0.16,2.28,0.52,0.12,2.52,1.92,9.08,5.76,2.56,1.12,3.76,0.6,1.56,37.12,14,486,1,114
0.0,2.49,0.84,1.78,1.02,0.71,3.73,3.11,0.13,0.44,2.75,4.75,5.02,1.2,0.44,1.95,1.33,0.8,32.49,2,47,1,102
0.92,2.42,1.51,1.8,1.0,0.25,2.3,3.51,0.38,2.13,2.59,5.94,6.56,1.05,0.59,1.17,0.63,0.75,35.5,7,762,2,207
0.0,4.25,1.07,1.97,2.06,0.31,3.63,4.52,0.27,0.18,3.18,5.46,3.22,0.85,0.04,0.98,0.67,0.4,33.06,6,189,1,106
0.62,2.98,0.25,1.49,1.49,0.79,1.95,1.08,0.58,1.62,1.99,8.12,7.08,2.94,1.37,2.9,0.5,1.28,39.03,11,416,1,111
0.51,2.11,0.51,0.3,0.68,1.43,2.41,0.59,0.08,0.89,2.32,10.93,7.64,2.45,0.72,3.76,1.18,1.65,40.16,14,981,2,214
0.0,2.85,0.43,1.03,1.38,0.6,3.41,2.11,0.17,0.09,2.8,3.36,1.9,0.3,0.09,1.42,0.17,0.56,22.67,9,338,1,109
1.65,2.62,0.59,1.57,0.51,0.38,2.84,1.44,0.04,0.8,3.13,4.49,4.15,1.02,0.38,1.44,0.76,1.1,28.91,6,671,2,206
0.75,2.33,1.45,0.92,1.1,0.75,1.76,2.11,0.18,0.48,2.64,3.52,6.73,1.58,1.1,2.2,1.27,1.1,31.97,7,240,1,107
0.85,2.42,1.74,1.1,1.36,0.89,3.56,1.36,0.21,1.1,1.53,7.93,6.02,1.7,0.59,3.65,1.19,0.93,38.13,12,433,1,112
0.6,2.31,1.63,0.43,0.51,0.6,2.65,1.71,0.13,0.47,2.7,5.48,5.61,0.94,1.07,1.41,1.16,0.6,30.01,5,622,2,205
0.86,3.09,0.64,3.69,1.54,0.51,2.96,3.47,0.34,2.06,2.96,6.99,3.94,1.24,0.43,1.03,0.69,0.73,37.17,4,95,1,104
0.0,2.28,1.4,0.26,0.79,0.13,0.79,0.83,0.83,1.62,3.68,1.84,6.49,3.2,0.66,1.05,0.96,0.92,27.73,6,182,1,106
0.04,1.94,1.06,0.62,1.15,0.26,1.99,1.68,0.31,0.26,3.22,4.15,12.49,1.5,0.71,3.13,2.25,1.1,37.86,6,145,1,106
0.17,3.49,0.79,1.05,1.57,0.7,3.14,1.92,0.44,0.96,3.32,4.59,5.15,1.09,0.26,1.27,1.62,0.44,31.97,5,629,2,205
0.38,2.49,1.06,1.31,1.14,0.38,2.83,1.27,0.38,0.38,2.37,3.59,5.53,1.31,0.72,1.99,1.01,1.14,29.28,1,513,2,201
0.0,2.4,0.49,1.11,1.74,1.16,3.16,2.14,0.31,0.27,2.85,3.78,4.94,1.02,0.49,1.51,0.93,0.49,28.79,2,46,1,102
0.78,2.33,0.2,1.18,1.22,0.61,2.45,0.57,0.49,1.71,1.76,8.74,7.84,2.25,0.61,3.27,0.9,1.1,38.01,13,443,1,113
0.3,4.37,0.77,0.47,1.59,0.47,3.64,2.23,0.34,0.47,3.81,3.17,1.67,0.34,0.04,0.99,0.99,0.34,26.0,7,700,2,207
0.0,4.19,0.39,1.77,0.69,0.86,3.58,1.68,0.13,0.13,3.02,4.19,6.13,0.86,0.22,0.47,1.77,0.73,30.81,7,197,1,107
4.24,2.39,0.7,0.33,0.95,0.33,1.85,1.61,0.08,1.44,2.39,5.89,5.89,1.93,0.62,2.06,1.03,1.36,35.09,7,236,1,107
0.61,3.4,1.74,0.87,0.83,0.48,3.83,2.66,0.17,0.74,3.48,3.48,3.01,0.96,0.87,0.78,1.61,0.52,30.04,5,109,1,105
0.71,2.89,0.83,1.15,0.99,0.71,2.26,1.23,0.32,1.82,1.67,7.73,10.03,1.78,0.52,3.05,0.83,0.79,39.31,14,485,1,114
0.92,3.61,0.42,1.68,0.71,0.38,3.28,1.64,0.25,0.5,2.82,4.67,4.37,1.64,0.59,2.02,0.88,0.55,30.93,7,760,2,207
0.08,1.73,0.21,0.17,1.1,0.68,2.32,1.44,0.17,0.21,4.65,2.45,0.76,0.21,0.0,1.44,0.89,0.08,18.59,9,821,2,209
0.48,0.68,0.4,0.36,0.84,0.48,0.96,1.24,0.4,0.04,2.72,1.48,2.68,0.2,0.16,1.84,1.44,0.52,16.92,9,367,1,109
0.61,2.57,0.87,1.18,0.96,0.13,3.57,2.18,0.17,0.31,3.4,5.01,9.02,1.13,0.17,1.13,0.92,0.48,33.81,6,166,1,106
0.0,2.33,0.57,0.84,1.36,0.04,1.72,2.68,0.4,0.0,4.09,2.02,1.54,1.1,0.92,1.63,0.84,0.57,22.65,9,374,1,109
0.26,3.83,0.88,1.45,1.23,0.44,3.52,1.85,0.22,0.31,2.9,2.77,3.65,0.79,0.0,0.88,1.23,0.44,26.65,9,796,2,209
0.0,2.36,0.29,0.83,1.12,0.12,2.23,2.44,0.29,0.17,3.47,3.64,3.14,0.7,0.41,0.87,1.45,0.58,24.11,8,271,1,108
1.14,3.07,0.61,1.19,0.98,0.74,3.15,0.82,0.16,1.59,1.84,10.71,5.85,2.94,0.9,3.97,1.23,0.94,41.83,13,434,1,113
1.08,2.97,1.77,2.2,1.21,0.86,2.41,1.59,0.04,0.3,2.5,8.02,3.92,0.86,0.34,3.06,1.42,1.59,36.14,7,718,2,207
0.97,2.22,0.24,1.7,0.93,0.73,2.34,1.25,0.12,1.62,1.9,7.36,8.53,1.66,0.49,2.87,0.89,1.05,36.87,10,891,2,210
1.05,2.47,0.5,1.42,0.88,0.38,1.97,1.3,0.17,1.13,2.3,7.0,6.41,3.02,0.54,3.52,0.75,0.92,35.73,13,935,2,213
0.41,1.51,1.35,0.41,0.49,0.04,1.31,0.98,0.16,0.82,1.92,1.43,10.66,2.25,0.94,1.1,0.86,0.45,27.09,5,619,2,205
0.2,0.99,0.79,0.44,2.02,0.12,1.39,0.83,0.32,0.2,2.22,3.4,6.06,1.54,0.51,0.95,0.99,0.71,23.68,1,16,1,101
0.18,3.94,0.39,1.31,0.66,0.31,3.33,1.8,0.26,0.09,2.76,3.24,4.64,1.93,0.35,1.62,1.23,0.66,28.7,9,305,1,109
1.7,2.96,0.61,0.93,1.42,0.49,2.51,0.69,0.32,1.22,2.15,10.62,3.85,1.18,0.28,3.57,0.89,1.34,36.73,11,926,2,211
2.06,2.11,0.39,0.26,0.39,0.22,0.57,0.66,0.13,0.0,2.85,2.19,8.51,3.86,0.26,2.81,1.01,1.8,30.08,5,118,1,105
0.49,3.55,0.58,1.91,1.78,0.31,3.6,3.29,0.22,1.6,2.75,5.73,6.04,0.62,0.22,0.89,0.89,0.4,34.87,2,549,2,202
0.27,2.42,0.27,0.23,0.23,0.12,3.38,0.61,0.35,0.08,3.46,2.34,1.31,1.35,0.23,1.11,0.42,0.38,18.56,9,808,2,209
0.0,2.71,0.83,2.36,1.71,0.96,2.01,2.97,0.04,0.09,2.62,6.12,5.51,0.74,0.35,3.11,0.92,0.87,33.92,7,241,1,107
1.27,2.37,1.35,1.43,1.27,0.98,3.03,1.59,0.33,1.68,1.84,7.36,4.66,1.19,0.29,3.03,1.19,0.65,35.51,12,428,1,112
0.64,2.87,0.3,0.86,0.43,0.26,2.83,0.99,0.17,0.09,2.79,3.56,5.23,1.24,0.26,1.59,0.77,0.43,25.31,9,306,1,109
0.0,2.44,0.52,1.96,1.18,0.78,3.27,2.79,0.26,0.96,3.31,2.74,2.83,0.26,0.04,2.35,1.83,0.44,27.96,9,820,2,209
0.52,2.38,0.95,0.74,1.3,0.87,1.82,1.52,0.22,0.65,2.82,5.2,4.85,0.87,0.35,2.04,2.34,0.95,30.39,2,570,2,202
1.86,3.0,1.44,1.01,0.72,1.14,3.76,1.31,0.13,0.63,2.2,4.86,7.94,1.14,0.55,2.11,1.27,0.97,36.04,15,493,1,115
0.97,5.9,1.18,0.55,1.69,0.38,2.74,2.15,0.55,4.6,2.61,3.21,4.85,1.05,0.59,0.89,1.31,0.76,35.98,6,147,1,106
0.9,4.53,1.2,1.92,0.98,0.43,4.02,1.92,0.26,0.81,2.69,4.23,3.68,0.94,0.26,1.03,1.07,0.81,31.68,7,758,2,207
1.25,4.25,1.25,1.04,1.17,1.0,3.17,0.92,0.17,2.29,1.96,8.72,3.79,1.58,0.42,2.84,0.92,0.58,37.32,15,993,2,215
0.39,2.67,0.95,1.9,0.82,1.12,2.67,2.28,0.13,0.04,3.27,4.87,4.57,0.82,0.43,0.99,1.77,0.65,30.34,7,262,1,107
0.37,1.38,0.28,0.45,0.85,0.24,1.54,1.38,0.16,0.12,4.18,4.34,0.81,0.73,0.04,0.77,0.89,0.2,18.73,9,828,2,209
2.42,2.54,0.53,0.86,0.9,0.49,3.27,1.51,0.16,2.13,1.8,8.56,5.61,1.56,0.41,3.48,0.61,1.27,38.11,11,911,2,211
0.0,3.39,0.41,0.61,0.9,0.04,3.07,1.76,0.41,0.41,3.19,3.03,1.14,0.57,0.04,1.27,1.59,0.2,22.03,9,822,2,209
0.43,2.16,0.43,1.77,1.21,0.65,2.76,2.46,0.09,0.35,2.72,6.64,5.22,0.52,0.43,1.81,1.38,1.55,32.58,1,515,2,201
1.14,2.36,0.46,1.69,0.93,0.42,2.24,0.93,0.04,2.53,1.86,8.91,7.39,3.21,0.68,4.6,1.06,1.27,41.72,11,406,1,111
0.0,2.72,1.69,0.91,0.41,0.33,2.6,1.85,0.04,0.08,3.21,3.75,4.41,0.49,0.7,1.85,1.57,0.54,27.15,3,78,1,103
0.72,2.06,0.93,0.17,1.18,0.51,1.98,0.88,2.31,0.51,1.43,1.64,15.66,1.3,0.76,1.98,1.35,0.72,36.09,5,611,2,205
0.65,2.38,0.43,1.73,2.21,0.35,2.68,1.43,0.3,0.39,2.34,6.97,5.63,0.48,0.3,2.34,2.34,1.34,34.29,1,524,2,201
0.0,2.59,0.04,0.26,0.39,0.09,3.77,0.74,0.31,0.04,3.99,3.07,2.32,1.75,0.0,0.7,0.26,0.09,20.41,9,315,1,109
0.3,1.27,1.27,0.46,1.35,0.25,1.43,1.81,0.42,0.3,2.24,4.35,8.82,1.1,0.51,1.18,1.27,0.89,29.22,1,29,1,101
0.73,1.96,0.41,0.37,1.06,0.65,2.04,0.86,0.08,1.18,1.47,11.23,11.02,3.02,1.02,4.41,0.61,0.41,42.53,15,999,2,215
0.09,4.66,0.36,1.36,1.45,0.54,5.83,3.03,0.63,0.09,3.62,3.75,2.03,0.45,0.18,1.13,2.08,0.23,31.51,9,328,1,109
0.38,2.86,0.46,1.01,1.43,0.59,2.81,2.94,0.29,0.5,1.72,4.83,4.28,0.5,0.17,2.31,1.3,0.67,29.05,6,680,2,206
0.0,1.83,0.3,1.91,1.48,0.09,2.35,2.04,0.43,0.0,2.26,2.7,4.04,1.35,2.26,2.0,1.57,1.04,27.65,9,863,2,209
0.0,2.77,0.3,1.99,0.74,0.43,5.24,3.6,0.26,0.13,3.9,6.33,2.77,0.69,0.3,1.73,1.69,0.65,33.52,4,92,1,104
0.25,3.62,0.21,0.59,1.18,0.29,2.27,1.35,0.46,0.63,2.27,5.05,5.77,1.6,0.38,1.35,1.26,0.46,28.99,7,192,1,107
1.42,3.29,1.21,1.42,0.54,0.87,2.54,1.87,0.17,2.21,1.87,5.0,6.37,1.58,0.37,3.83,1.12,0.96,36.64,10,903,2,210
0.44,3.69,0.62,1.78,1.56,0.53,3.11,4.76,0.31,0.8,3.73,4.62,2.04,0.31,0.22,1.33,1.38,1.24,32.47,7,704,2,207
0.0,2.5,0.69,1.08,0.73,0.39,2.41,1.51,0.17,0.17,4.09,3.1,6.85,0.69,0.22,0.99,1.77,0.52,27.88,6,661,2,206
0.44,2.99,1.1,1.54,1.36,0.53,2.2,1.84,0.13,0.44,2.37,4.79,7.91,2.37,1.32,4.08,0.75,1.05,37.21,13,951,2,213
0.04,2.39,1.83,1.26,0.91,0.44,3.18,2.31,0.09,0.04,2.61,5.66,6.66,0.87,0.17,2.48,1.0,0.74,32.68,7,220,1,107
0.79,4.05,1.12,1.28,0.7,0.87,2.65,0.99,0.21,1.36,2.03,7.57,9.38,1.86,0.66,3.06,0.54,0.83,39.95,14,991,2,214
0.12,1.46,0.58,1.25,0.71,0.62,2.33,1.54,0.12,0.0,3.33,1.92,0.96,0.42,0.25,0.87,1.17,0.12,17.77,9,801,2,209
0.09,2.57,0.51,0.64,1.03,0.77,3.17,2.65,0.09,0.21,2.95,3.81,3.6,1.2,0.13,1.03,1.11,0.64,26.2,5,137,1,105
0.04,1.44,0.57,1.14,1.44,0.79,2.1,3.36,0.39,0.04,2.66,2.05,1.66,0.96,2.1,1.4,2.23,0.79,25.16,9,865,2,209
3.54,3.26,1.11,1.28,1.36,0.66,3.21,1.36,0.25,1.44,2.02,9.6,7.05,1.94,0.21,3.79,0.7,0.74,43.52,14,987,2,214
0.0,3.58,0.35,1.28,1.5,0.04,3.58,5.61,0.44,0.04,3.0,3.66,1.59,0.35,0.22,0.71,0.57,0.22,26.74,9,831,2,209
0.0,0.76,0.08,1.14,0.63,0.13,1.57,1.86,1.48,1.02,1.74,1.52,7.02,0.68,0.59,0.63,2.75,0.51,24.11,5,132,1,105
0.53,2.68,0.61,1.46,0.89,1.14,2.44,1.67,0.2,0.57,1.87,5.44,10.16,1.46,1.02,1.83,0.61,0.89,35.47,3,579,2,203
0.0,1.54,0.48,1.85,1.71,0.48,2.07,2.2,0.31,0.04,1.89,4.04,5.54,1.14,0.09,2.99,0.79,0.57,27.73,6,186,1,106
0.87,3.14,1.9,1.32,1.61,1.12,3.1,1.65,0.37,1.65,1.49,8.44,5.17,1.32,0.79,2.4,1.16,0.91,38.41,14,465,1,114
0.04,2.52,0.57,1.77,1.9,0.4,2.78,2.78,0.62,0.35,3.27,3.05,2.52,0.84,0.13,1.41,0.97,0.53,26.45,1,36,1,101
0.12,1.84,0.42,0.46,0.88,0.15,3.77,2.96,0.23,0.04,2.92,6.34,1.46,0.27,0.08,1.77,2.57,0.5,26.78,8,281,1,108
0.0,2.81,0.55,1.62,0.94,0.72,2.17,2.42,0.26,0.17,1.87,3.49,3.57,0.77,0.3,2.68,1.36,0.89,26.59,1,41,1,101
0.0,2.08,0.44,0.18,1.82,0.27,1.64,3.1,0.93,0.04,2.44,2.88,5.14,0.44,0.13,1.86,2.22,0.84,26.45,8,788,2,208
1.49,2.98,1.36,0.57,1.49,0.35,3.29,2.37,0.57,1.23,2.33,3.69,7.77,1.36,0.39,1.58,1.84,1.18,35.84,5,107,1,105
0.0,1.65,0.3,1.13,1.48,0.74,2.31,3.05,0.39,0.13,2.61,2.22,4.61,0.48,0.17,1.22,2.18,0.3,24.97,9,827,2,209
0.0,2.68,0.94,0.47,0.6,0.13,3.71,2.51,0.3,0.6,3.45,2.94,1.79,0.47,0.26,1.41,2.56,0.6,25.42,9,313,1,109
0.97,3.73,1.05,2.55,1.27,0.92,4.83,2.37,0.09,0.48,2.2,4.17,4.13,0.97,0.18,1.27,1.14,0.53,32.85,7,190,1,107
0.26,2.7,0.78,1.61,1.18,0.17,3.05,4.22,0.09,0.13,2.79,4.88,2.74,0.83,0.3,2.05,0.78,0.87,29.43,4,103,1,104
0.0,1.86,1.32,1.05,0.5,0.19,1.44,0.89,0.04,0.12,2.29,2.1,7.92,1.98,1.82,0.47,1.4,0.7,26.09,3,86,1,103
0.44,2.45,0.66,0.96,2.41,0.39,2.85,3.29,0.48,1.18,2.89,3.11,5.43,0.83,0.31,1.1,0.96,0.96,30.7,2,61,1,102
0.43,2.06,0.56,2.1,1.24,1.42,2.27,1.63,0.39,1.63,1.93,5.06,8.32,2.75,1.84,4.63,0.9,0.64,39.8,10,395,1,110
0.22,2.37,0.52,2.07,1.12,0.47,2.07,2.2,0.0,0.47,3.32,4.18,4.26,0.6,0.39,2.76,1.42,0.73,29.17,7,745,2,207
7.63,2.01,0.88,1.59,1.01,0.5,2.43,1.13,0.04,1.68,2.43,5.03,4.23,1.17,0.42,2.51,1.51,1.26,37.46,14,973,2,214
0.97,2.88,0.93,2.33,1.27,1.14,2.79,2.66,0.34,0.72,2.28,4.95,6.39,0.76,0.25,1.57,1.27,0.85,34.35,2,555,2,202
0.0,1.62,0.64,0.51,0.77,0.21,1.67,2.09,0.13,0.04,3.12,2.26,9.82,1.37,0.51,3.33,1.88,0.51,30.48,6,670,2,206
0.0,1.34,0.73,1.9,1.64,0.82,1.81,2.46,0.13,0.17,2.07,4.1,5.78,1.04,0.35,2.07,1.17,0.91,28.49,1,527,2,201
0.56,3.08,0.48,1.17,0.69,0.13,1.56,1.47,0.35,0.52,1.95,5.25,4.73,1.39,0.48,1.21,1.3,0.61,26.93,7,716,2,207
6.03,2.95,0.39,1.65,1.04,0.87,3.38,1.39,0.13,0.43,2.78,4.03,5.46,1.69,0.52,2.43,1.21,0.78,37.16,7,732,2,207
3.27,2.66,0.65,1.1,0.78,0.41,2.53,1.02,0.12,2.0,1.76,9.4,8.54,1.88,1.02,1.67,1.72,1.23,41.76,14,983,2,214
1.25,2.79,0.9,0.95,2.32,0.21,2.79,3.27,0.39,0.95,3.05,3.83,4.56,0.69,0.09,1.16,1.16,0.86,31.22,2,59,1,102
1.18,3.08,0.27,1.06,0.61,0.72,3.34,0.68,0.19,2.81,1.44,10.82,4.48,2.66,0.42,2.51,0.84,0.72,37.83,11,906,2,211
0.0,2.7,1.3,1.21,1.21,1.3,2.16,1.35,0.18,0.04,2.25,10.61,6.74,1.08,0.31,5.13,1.71,1.08,40.36,15,998,2,215
0.13,2.5,0.44,0.83,1.8,0.18,2.76,2.06,0.22,0.39,3.33,3.11,3.33,0.83,0.13,1.31,1.58,0.35,25.28,1,44,1,101
1.18,3.12,0.32,0.72,0.95,0.23,2.58,1.81,0.18,1.45,2.89,2.49,6.46,2.58,0.54,0.5,0.63,0.63,29.26,4,101,1,104
0.0,3.05,0.44,0.35,1.59,0.22,2.6,3.27,0.57,0.0,5.21,2.29,1.06,0.88,0.0,1.06,1.54,1.19,25.32,9,373,1,109
0.13,2.09,1.07,0.77,0.94,0.98,2.34,1.28,0.09,0.04,2.26,7.12,5.2,0.64,0.38,3.11,1.79,1.02,31.25,7,737,2,207
0.04,1.98,0.25,0.93,2.19,0.8,1.86,2.32,0.51,0.08,2.61,4.68,4.01,0.63,0.25,1.98,1.77,0.55,27.44,1,10,1,101
0.0,3.35,1.23,1.74,1.23,0.25,3.3,2.5,0.17,0.17,2.46,7.12,7.58,0.64,0.34,1.48,1.69,0.85,36.1,6,149,1,106
0.3,4.87,1.44,1.1,1.23,0.21,3.51,1.65,0.47,7.71,1.99,6.82,5.46,1.1,0.42,0.8,1.02,0.93,41.03,14,970,2,214
0.05,3.52,1.01,0.69,1.65,0.82,2.42,3.2,0.41,0.14,2.83,2.1,3.34,0.69,0.05,0.87,4.84,0.5,29.13,9,332,1,109
0.26,3.34,0.94,1.8,1.24,0.21,2.91,2.61,0.34,1.33,2.01,2.91,9.99,0.94,0.86,1.2,0.81,1.07,34.77,5,617,2,205
5.83,3.18,0.13,1.1,1.02,0.66,2.74,1.02,0.13,0.44,2.56,4.37,7.29,3.09,0.66,3.31,1.15,1.1,39.78,13,439,1,113
0.13,1.07,1.02,0.9,0.6,0.51,2.22,2.31,0.09,0.04,2.9,5.64,7.9,1.07,0.09,3.16,1.02,1.54,32.21,7,726,2,207
4.25,3.53,1.9,1.22,0.69,0.24,3.0,1.7,0.53,1.82,1.74,5.11,4.42,1.26,0.24,1.62,1.62,0.69,35.58,14,975,2,214
0.0,3.44,0.57,2.53,1.53,0.92,3.49,3.14,0.31,0.39,3.49,3.14,3.23,0.96,0.09,1.31,1.26,0.78,30.58,2,65,1,102
0.0,2.45,0.36,2.49,0.76,0.4,3.91,3.02,0.18,0.22,4.36,4.05,1.56,0.49,0.13,1.07,1.56,1.02,28.03,7,214,1,107
1.08,1.89,0.36,1.53,1.41,0.4,3.33,1.2,0.28,2.89,1.81,9.64,6.47,1.77,0.52,3.49,0.68,0.8,39.55,11,913,2,211
0.09,2.31,0.22,4.4,0.74,0.22,1.44,4.75,0.22,0.3,2.66,3.79,2.7,0.65,0.48,1.87,1.7,0.3,28.84,7,764,2,207
0.22,2.88,0.53,0.31,1.68,0.22,2.83,3.28,0.49,0.09,3.23,2.97,1.73,0.44,0.04,1.2,1.51,1.02,24.67,8,287,1,108
0.17,2.98,0.99,1.55,1.64,0.13,3.88,4.75,0.39,0.91,2.93,5.74,4.49,0.39,0.04,1.04,0.73,0.26,33.01,6,672,2,206
0.26,1.75,0.64,0.72,1.19,0.13,0.55,0.94,0.13,0.0,2.94,2.64,5.19,2.68,1.19,3.02,1.06,1.02,26.05,1,11,1,101
1.75,2.62,0.48,0.79,0.91,0.2,2.1,0.63,0.16,1.43,1.98,12.06,5.12,2.66,0.67,3.37,0.67,0.32,37.92,11,907,2,211
0.04,2.84,0.25,0.16,1.77,0.33,1.81,5.64,0.12,0.0,2.55,3.67,2.31,0.16,0.0,1.94,0.33,0.25,24.17,8,276,1,108
0.04,1.22,0.35,0.79,1.4,0.35,1.88,2.53,0.22,0.04,4.1,2.23,3.67,0.83,0.35,1.66,1.62,0.61,23.89,9,866,2,209
0.0,2.21,0.47,1.32,2.34,0.6,1.66,1.4,1.02,0.51,2.34,1.36,10.29,2.47,0.38,1.36,0.6,0.77,31.1,8,279,1,108
0.44,2.4,1.31,1.66,1.0,0.48,1.7,1.96,0.0,0.83,1.79,6.42,11.09,1.7,0.7,3.75,0.57,1.0,38.8,13,461,1,113
0.73,3.07,1.15,1.08,1.0,0.77,2.54,1.15,0.23,2.23,1.88,11.57,5.34,1.54,0.58,4.61,0.92,0.73,41.12,13,953,2,213
0.0,3.51,0.85,2.11,1.71,0.72,4.0,3.01,0.31,0.81,2.43,3.46,5.48,1.03,0.27,1.12,0.9,0.63,32.35,2,569,2,202
0.22,1.94,0.71,2.12,0.35,0.22,2.69,1.9,0.26,0.26,2.91,4.19,3.92,0.93,0.26,1.32,1.15,0.84,26.19,7,693,2,207
0.2,2.38,0.6,1.01,0.97,0.6,1.65,1.49,0.2,0.6,1.49,6.85,10.24,2.66,1.01,4.6,1.01,0.77,38.33,10,380,1,110
0.13,1.82,0.61,2.21,1.34,0.35,2.43,2.95,0.13,0.26,2.04,5.9,4.81,1.56,0.13,3.43,0.74,0.95,31.79,7,242,1,107
0.43,2.39,2.09,1.15,1.15,0.26,2.05,3.75,0.17,0.3,2.09,4.99,4.35,0.64,0.26,2.26,1.02,0.47,29.82,5,127,1,105
0.0,2.51,0.53,0.92,1.14,0.48,2.33,4.31,0.35,0.26,2.38,3.61,4.84,0.92,0.35,2.86,1.1,0.31,29.2,4,102,1,104
0.05,1.87,0.59,1.82,1.46,0.91,2.14,3.28,0.18,0.05,2.64,2.91,3.6,0.82,0.27,2.14,1.46,1.23,27.42,9,825,2,209
0.0,2.07,0.32,0.45,1.13,0.32,2.84,1.49,0.59,0.14,3.56,3.74,3.15,2.12,0.27,1.53,1.04,0.68,25.44,5,113,1,105
5.21,1.77,0.67,0.46,0.63,0.67,1.77,1.68,0.25,0.63,1.22,6.22,10.05,2.23,0.34,3.61,0.97,1.05,39.43,10,887,2,210
0.0,0.76,0.13,0.8,1.26,0.93,0.67,2.23,0.0,0.0,2.73,3.36,8.33,1.14,0.25,2.61,1.18,1.68,28.06,1,24,1,101
0.99,2.53,0.77,1.88,1.37,0.86,2.44,1.2,0.26,0.81,2.14,5.91,8.87,1.97,0.86,3.25,1.33,0.51,37.95,13,942,2,213
0.73,3.33,0.51,1.71,1.11,0.21,3.76,3.59,0.26,1.32,2.65,3.24,3.54,0.85,0.26,1.66,1.2,0.47,30.4,2,67,1,102
1.28,2.94,0.51,1.92,1.62,0.43,2.21,2.81,0.51,0.72,3.15,3.83,3.19,0.51,0.21,1.11,1.23,0.6,28.78,2,70,1,102
0.04,1.41,0.73,0.81,1.37,0.86,1.63,1.67,0.17,0.13,3.68,3.43,8.09,1.11,0.34,1.46,0.99,1.07,28.99,6,170,1,106
1.43,3.65,0.71,1.76,1.09,0.5,2.73,3.32,0.46,0.38,2.85,3.36,3.06,0.71,0.04,1.13,0.92,0.42,28.52,2,561,2,202
0.04,2.92,1.28,0.4,1.55,0.49,2.3,2.03,0.31,0.71,2.69,1.86,6.63,1.15,0.35,1.55,1.15,1.19,28.6,5,111,1,105
0.09,2.1,0.44,0.92,2.15,0.7,2.67,2.85,0.31,0.26,2.02,5.26,5.3,0.92,0.26,2.06,1.18,1.4,30.89,1,523,2,201
0.04,2.57,0.7,2.22,1.09,0.96,2.26,1.57,0.09,0.22,2.61,4.09,6.48,1.57,1.0,2.17,1.57,0.91,32.12,1,503,2,201
0.0,2.43,1.13,1.0,1.22,0.39,2.52,4.09,0.26,0.43,3.13,3.61,3.56,0.56,0.43,0.91,1.52,0.35,27.54,6,654,2,206
3.94,2.85,1.36,1.31,0.88,0.39,2.63,2.19,0.09,0.88,2.45,3.64,5.87,1.1,0.48,1.97,1.49,1.53,35.05,6,649,2,206
3.57,2.11,0.9,1.46,0.73,0.43,3.1,1.98,0.0,0.73,2.33,5.43,6.63,1.55,0.65,1.64,1.46,1.03,35.73,7,743,2,207
0.88,2.48,1.47,0.72,0.72,0.63,2.78,2.61,0.04,0.51,2.82,3.49,5.35,0.8,0.46,2.02,1.3,0.63,29.71,7,756,2,207
0.0,2.3,0.47,1.57,1.87,0.13,4.38,2.93,0.13,0.17,2.13,2.68,7.32,0.43,0.04,0.89,2.13,0.77,30.34,9,811,2,209
0.0,1.76,0.59,1.13,1.13,0.27,2.93,2.07,0.63,0.0,3.88,2.53,3.97,1.08,0.63,1.4,0.63,0.45,25.08,9,867,2,209
0.0,3.36,0.61,1.44,1.26,0.44,4.93,2.14,0.35,0.22,3.23,2.96,4.01,0.48,0.22,1.09,1.05,0.44,28.23,9,826,2,209
0.0,4.18,0.78,0.9,2.71,0.0,2.5,2.58,1.03,2.07,2.97,1.72,6.5,1.21,0.47,0.99,1.34,0.52,32.47,6,154,1,106
0.22,1.26,0.48,1.66,0.96,1.0,1.35,1.61,0.26,0.13,2.7,4.27,6.58,1.35,0.39,3.27,1.26,1.57,30.32,1,21,1,101
0.33,1.92,0.61,0.61,1.96,0.37,1.56,1.68,0.41,0.25,3.6,2.78,5.24,0.61,0.08,0.53,0.98,0.53,24.05,8,769,2,208
3.49,2.96,0.84,1.33,1.06,1.02,2.96,1.86,0.09,0.31,2.87,3.23,6.72,1.19,0.49,2.43,1.19,1.19,35.23,7,723,2,207
0.0,1.94,0.6,1.51,1.12,1.38,1.72,1.03,0.09,0.17,2.59,4.05,6.59,2.41,1.12,3.79,1.55,1.12,32.78,6,157,1,106
0.21,3.54,1.45,0.72,1.62,1.41,3.32,1.24,0.04,0.72,1.75,9.42,5.37,1.07,0.43,3.62,2.17,1.41,39.51,14,974,2,214
0.43,4.15,0.3,1.04,1.77,0.26,3.42,2.86,0.22,0.56,3.63,4.2,1.56,0.78,0.22,0.48,1.25,0.43,27.56,9,843,2,209
