loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,class
14.0,3.0,1.0,1.0,53.0,239.75,0.12,8.36,28.69,2003.61,0.08,111.31,9,0,3,0,9,14,27,26,5,False
14.0,2.0,1.0,1.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,4,5,3,0,5,5,6,6,3,True
26.0,1.0,1.0,1.0,90.0,412.65,0.09,11.07,37.27,4568.59,0.14,253.81,18,0,5,0,10,14,59,31,1,False
34.0,7.0,5.0,4.0,119.0,641.69,0.06,17.68,36.29,11345.0,0.21,630.28,26,1,5,0,17,25,67,52,13,True
299.0,68.0,1.0,68.0,775.0,6080.25,0.01,69.28,87.76,421241.6,2.02,23402.31,266,4,27,0,73,157,477,298,81,True
10.0,1.0,1.0,1.0,14.0,51.81,0.29,3.5,14.8,181.32,0.02,10.07,4,2,1,0,7,6,8,6,1,False
89.0,8.0,1.0,5.0,171.0,944.53,0.05,21.69,43.55,20486.51,0.31,1138.14,62,13,12,0,17,29,97,74,15,False
19.0,4.0,1.0,2.0,41.0,185.47,0.06,16.88,10.99,3129.74,0.06,173.87,11,1,4,1,15,8,23,18,7,False
40.0,4.0,1.0,4.0,159.0,780.2,0.05,19.25,40.53,15018.77,0.26,834.38,33,0,5,0,10,20,82,77,5,False
22.0,3.0,1.0,2.0,50.0,222.97,0.1,10.0,22.3,2229.72,0.07,123.87,17,0,3,0,11,11,30,20,5,False
4.0,1.0,1.0,1.0,8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,False
27.0,4.0,1.0,2.0,55.0,277.44,0.07,14.93,18.58,4141.81,0.09,230.1,19,6,2,0,19,14,33,22,7,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,False
29.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
9.0,1.0,1.0,1.0,42.0,178.41,0.14,7.2,24.78,1284.57,0.06,71.37,5,0,2,0,9,10,26,16,1,False
42.0,4.0,1.0,4.0,127.0,684.82,0.05,21.07,32.5,14425.97,0.23,801.44,36,1,2,1,19,23,76,51,7,False
69.0,7.0,1.0,5.0,227.0,1191.28,0.04,22.85,52.14,27216.16,0.4,1512.01,55,7,5,0,12,26,128,99,13,False
11.0,2.0,1.0,2.0,13.0,39.0,0.4,2.5,15.6,97.5,0.01,5.42,9,0,0,0,4,4,8,5,3,False
26.0,2.0,1.0,2.0,57.0,279.69,0.19,5.14,54.38,1438.42,0.09,79.91,14,0,10,0,9,21,33,24,3,False
14.0,1.0,1.0,1.0,32.0,138.3,0.15,6.5,21.28,898.96,0.05,49.94,6,0,5,0,10,10,19,13,1,False
89.0,3.0,1.0,3.0,197.0,1182.0,0.06,17.36,68.08,20521.53,0.39,1140.09,49,17,14,7,17,47,101,96,5,False
11.0,1.0,1.0,1.0,19.0,72.34,0.25,4.0,18.08,289.36,0.02,16.07,6,0,3,0,7,7,11,8,1,False
198.0,20.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,39,True
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4,0,0,0,4,3,4,3,1,False
14.0,4.0,3.0,1.0,32.0,133.44,0.12,8.64,15.44,1153.28,0.04,64.06,11,0,1,0,11,7,21,11,7,False
22.0,3.0,1.0,3.0,98.0,494.35,0.08,12.89,38.34,6374.52,0.16,354.14,16,0,4,0,14,19,63,35,5,False
15.0,6.0,5.0,3.0,192.0,1014.8,0.03,31.63,32.09,32092.96,0.34,1782.94,10,0,2,1,23,16,148,44,11,False
44.0,10.0,4.0,4.0,193.0,1066.05,0.02,40.0,26.65,42641.9,0.36,2368.99,41,0,1,0,23,23,113,80,19,False
18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
139.0,35.0,35.0,19.0,592.0,4081.73,0.02,42.37,96.33,172952.06,1.36,9608.45,110,17,12,0,29,90,329,263,69,True
32.0,7.0,5.0,1.0,74.0,373.29,0.04,27.13,13.76,10125.36,0.12,562.52,22,6,2,0,21,12,43,31,13,False
6.0,1.0,1.0,1.0,15.0,49.83,0.29,3.5,14.24,174.4,0.02,9.69,3,0,1,0,5,5,8,7,1,False
28.0,6.0,1.0,1.0,50.0,232.19,0.11,8.77,26.48,2036.15,0.08,113.12,21,0,5,0,12,13,31,19,7,False
66.0,8.0,7.0,6.0,136.0,779.0,0.07,14.17,54.99,11035.79,0.26,613.1,37,17,10,0,17,36,76,60,15,False
74.0,10.0,4.0,8.0,186.0,1015.45,0.04,22.5,45.13,22847.72,0.34,1269.32,43,15,11,3,15,29,99,87,19,False
27.0,5.0,1.0,3.0,66.0,326.98,0.08,13.33,24.52,4359.69,0.11,242.21,23,0,2,0,16,15,41,25,8,False
7.0,1.0,1.0,1.0,16.0,57.36,0.25,4.0,14.34,229.44,0.02,12.75,4,0,1,0,8,4,12,4,1,False
12.0,1.0,1.0,1.0,43.0,175.76,0.12,8.44,20.83,1482.98,0.06,82.39,8,0,1,0,9,8,28,15,1,False
163.0,18.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35,True
88.0,15.0,8.0,12.0,308.0,1848.0,0.03,37.3,49.54,68939.41,0.62,3829.97,65,7,14,0,23,41,175,133,29,False
15.0,6.0,5.0,3.0,193.0,1027.13,0.03,30.44,33.74,31267.11,0.34,1737.06,10,0,2,1,23,17,148,45,11,False
25.0,2.0,1.0,2.0,48.0,214.05,0.16,6.29,34.05,1345.47,0.07,74.75,12,7,4,0,8,14,26,22,3,False
27.0,5.0,5.0,5.0,54.0,256.76,0.13,7.56,33.95,1941.78,0.09,107.88,12,7,4,0,11,16,32,22,9,False
10.0,3.0,3.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6,0,1,0,10,6,13,7,5,False
49.0,4.0,1.0,4.0,201.0,1192.08,0.05,21.95,54.31,26167.57,0.4,1453.75,43,1,5,0,20,41,111,90,7,True
49.0,6.0,6.0,3.0,171.0,927.89,0.04,25.33,36.63,23506.58,0.31,1305.92,34,0,13,0,19,24,107,64,11,True
30.0,11.0,9.0,3.0,113.0,593.02,0.03,29.9,19.83,17731.17,0.2,985.07,23,0,5,0,23,15,74,39,21,False
14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
13.0,2.0,1.0,1.0,23.0,87.57,0.18,5.5,15.92,481.63,0.03,26.76,8,0,3,0,7,7,12,11,3,False
108.0,6.0,1.0,4.0,155.0,922.9,0.04,22.37,41.25,20646.6,0.31,1147.03,46,15,33,12,27,35,97,58,8,True
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5,4,6,4,1,False
11.0,2.0,1.0,2.0,22.0,88.0,0.17,5.83,15.09,513.33,0.03,28.52,9,0,0,0,10,6,15,7,3,False
55.0,10.0,1.0,10.0,157.0,777.81,0.03,38.86,20.02,30223.43,0.26,1679.08,42,9,1,1,17,14,93,64,11,False
30.0,5.0,5.0,3.0,89.0,456.51,0.14,7.1,64.33,3239.44,0.15,179.97,21,1,3,3,9,26,48,41,9,False
12.0,2.0,1.0,2.0,38.0,169.46,0.12,8.5,19.94,1440.4,0.06,80.02,9,0,1,0,11,11,21,17,3,False
44.0,6.0,1.0,6.0,112.0,532.55,0.06,17.87,29.79,9519.28,0.18,528.85,37,3,2,0,11,16,60,52,11,False
113.0,19.0,18.0,11.0,491.0,3179.59,0.02,45.4,70.04,144343.07,1.06,8019.06,92,9,12,0,26,63,271,220,37,True
11.0,3.0,1.0,1.0,32.0,140.55,0.14,7.15,19.66,1004.96,0.05,55.83,7,0,2,0,11,10,19,13,5,False
22.0,6.0,6.0,5.0,105.0,566.19,0.05,20.45,27.68,11581.23,0.19,643.4,19,0,3,0,20,22,60,45,11,False
51.0,7.0,6.0,4.0,141.0,791.67,0.06,17.42,45.45,13788.32,0.26,766.02,32,10,7,0,19,30,86,55,13,True
35.0,7.0,7.0,3.0,90.0,454.0,0.08,12.68,35.82,5754.39,0.15,319.69,24,3,6,0,13,20,51,39,13,False
37.0,6.0,1.0,2.0,127.0,666.49,0.07,14.88,44.81,9913.99,0.22,550.78,27,3,4,0,14,24,76,51,11,False
4.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,0,5,5,7,5,1,False
24.0,2.0,1.0,2.0,82.0,406.24,0.08,12.32,32.99,5003.22,0.14,277.96,21,0,1,0,12,19,43,39,3,False
22.0,3.0,3.0,2.0,29.0,123.19,0.12,8.25,14.93,1016.32,0.04,56.46,10,1,5,0,11,8,17,12,5,False
27.0,1.0,1.0,1.0,47.0,203.13,0.18,5.65,35.93,1148.47,0.07,63.8,14,8,3,0,7,13,26,21,1,False
89.0,18.0,18.0,8.0,369.0,1989.77,0.03,38.63,51.51,76854.68,0.66,4269.7,67,0,6,14,18,24,266,103,33,False
62.0,20.0,19.0,12.0,256.0,1512.16,0.03,34.33,44.04,51917.63,0.5,2884.31,53,4,2,3,24,36,153,103,37,False
111.0,25.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,49,True
21.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,False
70.0,11.0,1.0,7.0,274.0,1662.11,0.04,22.22,74.79,36939.51,0.55,2052.19,63,1,6,0,18,49,153,121,21,False
11.0,1.0,1.0,1.0,22.0,83.76,0.33,3.06,27.41,255.94,0.03,14.22,5,1,2,1,5,9,11,11,1,False
33.0,7.0,5.0,4.0,102.0,531.36,0.07,14.0,37.95,7439.1,0.18,413.28,29,0,4,0,14,23,56,46,13,True
9.0,1.0,1.0,1.0,24.0,100.08,0.1,10.4,9.62,1040.81,0.03,57.82,6,0,1,0,13,5,16,8,1,False
12.0,4.0,3.0,3.0,27.0,112.59,0.15,6.87,16.37,774.04,0.04,43.0,11,0,1,0,10,8,16,11,7,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
18.0,3.0,3.0,2.0,30.0,117.21,0.09,11.0,10.66,1289.27,0.04,71.63,12,0,4,0,10,5,19,11,5,False
21.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
29.0,5.0,4.0,5.0,100.0,516.99,0.08,12.72,40.65,6574.8,0.17,365.27,23,0,4,0,13,23,55,45,9,False
17.0,2.0,1.0,1.0,31.0,142.13,0.12,8.4,16.92,1193.92,0.05,66.33,13,1,1,0,14,10,19,12,3,True
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
96.0,10.0,1.0,3.0,213.0,1350.39,0.03,34.8,38.8,46993.5,0.45,2610.75,83,1,5,4,36,45,126,87,15,True
38.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,False
17.0,2.0,1.0,2.0,39.0,176.42,0.12,8.45,20.88,1490.74,0.06,82.82,13,0,2,0,13,10,26,13,3,False
29.0,2.0,1.0,2.0,88.0,483.28,0.09,11.31,42.73,5466.1,0.16,303.67,23,3,3,0,16,29,47,41,3,False
5.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,3,0,0,0,4,5,6,5,1,False
131.0,13.0,10.0,7.0,405.0,2447.98,0.02,53.63,45.65,131272.91,0.82,7292.94,110,6,12,0,26,40,240,165,25,False
8.0,1.0,1.0,1.0,24.0,96.0,0.17,5.79,16.59,555.43,0.03,30.86,7,0,1,0,9,7,15,9,1,True
5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,1,0,4,3,4,3,1,False
24.0,5.0,1.0,3.0,45.0,197.65,0.14,7.13,27.74,1408.29,0.07,78.24,15,3,4,0,9,12,26,19,9,True
19.0,2.0,1.0,2.0,56.0,242.03,0.2,4.93,49.11,1192.85,0.08,66.27,15,0,2,0,6,14,33,23,3,True
12.0,3.0,1.0,2.0,23.0,95.91,0.14,7.0,13.7,671.36,0.03,37.3,8,0,2,0,12,6,16,7,5,False
30.0,6.0,5.0,5.0,76.0,380.0,0.05,21.19,17.93,8053.08,0.13,447.39,20,4,3,0,19,13,47,29,11,True
27.0,9.0,1.0,5.0,139.0,682.06,0.04,22.67,30.09,15459.98,0.23,858.89,24,0,1,0,12,18,71,68,17,False
12.0,2.0,1.0,2.0,33.0,142.62,0.2,5.0,28.52,713.12,0.05,39.62,9,0,1,0,8,12,18,15,3,False
41.0,3.0,1.0,1.0,180.0,865.32,0.03,28.88,29.97,24986.23,0.29,1388.12,24,4,8,0,12,16,103,77,5,False
13.0,3.0,1.0,2.0,47.0,209.59,0.08,12.6,16.63,2640.88,0.07,146.72,9,0,2,0,12,10,26,21,5,False
45.0,7.0,7.0,4.0,156.0,786.93,0.06,17.43,45.15,13714.99,0.26,761.94,36,4,1,0,12,21,95,61,13,False
92.0,13.0,1.0,2.0,156.0,856.73,0.04,22.31,38.4,19115.77,0.29,1061.99,72,0,17,0,21,24,105,51,14,False
5.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,1,0,3,1,3,1,1,False
129.0,16.0,16.0,1.0,169.0,784.81,0.02,50.25,15.62,39436.79,0.26,2190.93,46,14,61,6,15,10,102,67,31,True
20.0,2.0,1.0,2.0,46.0,198.81,0.16,6.19,32.11,1231.08,0.07,68.39,13,0,5,0,7,13,23,23,3,False
17.0,2.0,1.0,2.0,41.0,182.84,0.17,5.88,31.07,1075.92,0.06,59.77,13,0,1,0,9,13,24,17,3,False
28.0,6.0,1.0,6.0,95.0,487.28,0.07,14.63,33.32,7126.5,0.16,395.92,28,0,0,0,15,20,56,39,7,False
15.0,2.0,1.0,2.0,35.0,151.27,0.19,5.33,28.36,806.76,0.05,44.82,13,0,2,0,8,12,19,16,3,True
9.0,4.0,3.0,1.0,29.0,120.93,0.08,13.0,9.3,1572.06,0.04,87.34,6,0,1,0,13,5,19,10,7,False
19.0,8.0,4.0,4.0,207.0,1116.21,0.03,34.0,32.83,37951.13,0.37,2108.4,11,0,3,3,24,18,156,51,15,False
34.0,10.0,3.0,4.0,118.0,651.78,0.05,18.9,34.49,12318.65,0.22,684.37,28,0,4,0,21,25,73,45,19,False
12.0,4.0,1.0,2.0,41.0,185.47,0.13,7.69,24.11,1426.66,0.06,79.26,9,0,1,0,10,13,21,20,7,False
7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6,5,8,6,1,False
10.0,3.0,1.0,2.0,26.0,101.58,0.07,13.75,7.39,1396.71,0.03,77.6,6,0,1,1,11,4,16,10,5,False
28.0,5.0,3.0,3.0,64.0,314.04,0.1,10.32,30.42,3242.01,0.1,180.11,20,0,6,0,13,17,37,27,9,False
57.0,4.0,1.0,4.0,133.0,676.63,0.04,27.0,25.06,18269.08,0.23,1014.95,37,5,11,2,17,17,79,54,7,False
17.0,2.0,1.0,2.0,40.0,178.38,0.11,9.39,19.0,1674.76,0.06,93.04,11,0,4,0,13,9,27,13,3,True
39.0,4.0,1.0,3.0,110.0,554.88,0.09,11.5,48.25,6381.16,0.18,354.51,29,0,8,0,11,22,64,46,7,False
55.0,6.0,1.0,4.0,161.0,825.81,0.06,16.96,48.7,14002.94,0.28,777.94,44,0,8,0,12,23,96,65,11,False
191.0,27.0,18.0,23.0,581.0,3549.05,0.02,60.15,59.0,213471.74,1.18,11859.54,148,32,8,0,22,47,324,257,53,True
30.0,11.0,6.0,6.0,149.0,787.52,0.04,24.0,32.81,18900.6,0.26,1050.03,25,0,3,0,16,23,80,69,21,False
38.0,8.0,5.0,1.0,88.0,427.5,0.04,27.62,15.48,11809.75,0.14,656.1,22,3,7,1,17,12,49,39,15,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
24.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,55,False
40.0,5.0,1.0,5.0,80.0,407.0,0.12,8.61,47.28,3503.71,0.14,194.65,28,2,6,2,11,23,44,36,9,False
31.0,3.0,1.0,3.0,105.0,534.18,0.09,11.76,45.42,6283.02,0.18,349.06,18,4,6,1,13,21,67,38,5,True
30.0,2.0,1.0,2.0,66.0,298.56,0.12,8.27,36.12,2468.06,0.1,137.11,17,6,5,0,8,15,35,31,3,False
41.0,8.0,1.0,6.0,180.0,957.95,0.03,39.24,24.41,37586.82,0.32,2088.15,28,1,4,6,21,19,109,71,15,False
14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
9.0,1.0,1.0,1.0,13.0,41.21,0.42,2.4,17.17,98.9,0.01,5.49,3,2,2,0,4,5,7,6,1,False
40.0,5.0,1.0,5.0,121.0,599.46,0.07,14.53,41.27,8707.91,0.2,483.77,32,1,3,0,12,19,75,46,9,False
5.0,2.0,1.0,1.0,14.0,50.19,0.4,2.5,20.08,125.47,0.02,6.97,3,0,0,0,5,7,7,7,3,False
12.0,5.0,5.0,1.0,35.0,151.27,0.07,14.0,10.8,2117.74,0.05,117.65,10,0,0,0,14,6,23,12,9,True
44.0,9.0,1.0,7.0,112.0,607.74,0.05,21.0,28.94,12762.57,0.2,709.03,34,1,7,0,21,22,68,44,17,False
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,False
29.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,True
8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,True
23.0,3.0,1.0,3.0,70.0,350.0,0.09,11.63,30.09,4071.05,0.12,226.17,20,0,3,0,13,19,36,34,5,False
34.0,8.0,4.0,3.0,106.0,498.25,0.03,31.17,15.99,15528.69,0.17,862.7,25,0,7,0,17,9,73,33,15,False
14.0,2.0,1.0,2.0,29.0,116.0,0.12,8.36,13.88,969.43,0.04,53.86,8,0,3,0,9,7,16,13,3,True
25.0,4.0,1.0,1.0,70.0,297.35,0.05,21.43,13.88,6371.89,0.1,353.99,17,0,0,4,12,7,45,25,7,False
18.0,2.0,1.0,1.0,44.0,171.9,0.1,10.29,16.71,1768.15,0.06,98.23,11,2,3,0,8,7,26,18,3,False
187.0,39.0,25.0,17.0,948.0,6768.29,0.02,59.89,113.02,405328.56,2.26,22518.25,160,13,13,1,31,110,523,425,77,True
141.0,3.0,1.0,3.0,498.0,2467.19,0.02,65.05,37.93,160497.19,0.82,8916.51,103,6,30,0,12,19,292,206,5,False
63.0,7.0,1.0,5.0,145.0,805.42,0.06,16.0,50.34,12886.65,0.27,715.92,44,6,11,0,16,31,83,62,13,False
15.0,2.0,1.0,2.0,50.0,237.74,0.09,10.77,22.08,2560.32,0.08,142.24,12,0,1,0,14,13,30,20,3,False
18.0,3.0,1.0,2.0,27.0,99.91,0.21,4.71,21.19,471.01,0.03,26.17,15,0,1,0,6,7,16,11,5,False
31.0,3.0,1.0,2.0,82.0,413.64,0.06,18.0,22.98,7445.53,0.14,413.64,23,0,5,0,18,15,52,30,5,False
37.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,False
4.0,1.0,1.0,1.0,6.0,13.93,0.5,2.0,6.97,27.86,0.0,1.55,2,0,0,0,4,1,5,1,1,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
24.0,7.0,7.0,3.0,54.0,256.76,0.09,11.14,23.04,2861.08,0.09,158.95,18,0,3,0,13,14,30,24,13,False
16.0,3.0,1.0,3.0,55.0,267.19,0.09,10.56,25.3,2822.18,0.09,156.79,12,0,2,0,13,16,29,26,5,False
9.0,13.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,?,?,?,?,?,False
16.0,3.0,1.0,3.0,55.0,267.19,0.09,10.56,25.3,2822.18,0.09,156.79,12,0,2,0,13,16,29,26,5,False
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,1,0,3,2,3,2,1,False
4.0,1.0,1.0,1.0,12.0,36.0,0.24,4.17,8.64,150.0,0.01,8.33,2,0,0,0,5,3,7,5,1,False
11.0,2.0,1.0,1.0,23.0,92.0,0.14,7.07,13.01,650.57,0.03,36.14,7,0,2,0,9,7,12,11,3,True
48.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
48.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
4.0,1.0,1.0,1.0,8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,False
43.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
74.0,10.0,1.0,2.0,107.0,580.61,0.07,13.68,42.44,7942.75,0.19,441.26,58,1,13,0,18,25,69,38,11,False
27.0,4.0,1.0,3.0,42.0,195.04,0.15,6.68,29.2,1302.6,0.07,72.37,16,5,4,0,11,14,25,17,7,True
79.0,15.0,5.0,6.0,317.0,1840.93,0.03,39.79,46.26,73258.25,0.61,4069.9,68,3,5,0,22,34,194,123,29,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
40.0,12.0,12.0,12.0,146.0,806.44,0.06,17.29,46.63,13945.85,0.27,774.77,36,0,2,0,17,29,87,59,23,False
5.0,1.0,1.0,1.0,15.0,55.51,0.25,4.0,13.88,222.03,0.02,12.33,3,0,0,0,8,5,10,5,1,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
21.0,1.0,1.0,1.0,57.0,261.33,0.14,7.14,36.59,1866.73,0.09,103.71,12,1,6,0,10,14,37,20,1,False
53.0,7.0,1.0,7.0,147.0,853.68,0.04,22.65,37.69,19337.17,0.28,1074.29,41,0,8,0,24,34,83,66,8,False
17.0,1.0,1.0,1.0,53.0,216.64,0.36,2.79,77.77,603.48,0.07,33.53,14,0,1,0,3,14,27,26,1,False
65.0,12.0,3.0,3.0,158.0,862.59,0.03,30.12,28.64,25980.4,0.29,1443.36,54,3,4,1,23,21,106,55,18,False
32.0,4.0,1.0,4.0,66.0,310.23,0.15,6.89,45.03,2137.13,0.1,118.73,22,1,7,0,8,18,35,31,7,True
16.0,3.0,1.0,2.0,63.0,284.98,0.05,18.85,15.12,5371.96,0.09,298.44,12,0,2,0,13,10,34,29,5,True
26.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
6.0,1.0,1.0,1.0,27.0,110.36,0.18,5.71,19.31,630.64,0.04,35.04,5,0,1,0,10,7,19,8,1,False
39.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,False
24.0,4.0,4.0,1.0,77.0,388.42,0.05,20.36,19.08,7907.09,0.13,439.28,11,6,4,0,19,14,47,30,7,False
11.0,2.0,1.0,2.0,30.0,127.44,0.24,4.08,31.21,520.37,0.04,28.91,7,0,2,0,7,12,16,14,3,False
56.0,6.0,1.0,4.0,166.0,822.4,0.05,18.33,44.86,15077.27,0.27,837.63,47,6,1,0,10,21,89,77,11,False
4.0,1.0,1.0,1.0,15.0,49.83,0.43,2.33,21.36,116.27,0.02,6.46,2,0,0,0,4,6,8,7,1,False
12.0,3.0,1.0,3.0,40.0,166.8,0.1,10.0,16.68,1667.97,0.06,92.67,9,0,1,0,9,9,20,20,5,False
49.0,3.0,1.0,2.0,35.0,136.74,0.12,8.57,15.95,1172.07,0.05,65.11,15,11,21,0,8,7,20,15,5,True
43.0,2.0,1.0,2.0,28.0,109.39,0.13,7.5,14.59,820.45,0.04,45.58,12,5,24,0,9,6,18,10,3,False
19.0,5.0,5.0,3.0,39.0,181.11,0.11,8.91,20.33,1613.53,0.06,89.64,15,0,2,0,14,11,25,14,9,False
5.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,3,0,0,0,7,4,8,4,1,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
22.0,4.0,1.0,3.0,64.0,307.67,0.08,13.0,23.67,3999.72,0.1,222.21,18,0,2,0,14,14,38,26,7,False
17.0,2.0,1.0,2.0,37.0,159.91,0.17,6.0,26.65,959.47,0.05,53.3,11,0,4,0,10,10,25,12,3,False
29.0,5.0,1.0,2.0,104.0,515.24,0.07,13.36,38.56,6884.13,0.17,382.45,14,7,5,1,13,18,67,37,9,False
32.0,5.0,3.0,3.0,104.0,505.23,0.06,17.06,29.61,8620.49,0.17,478.92,21,3,2,0,13,16,62,42,9,False
222.0,51.0,40.0,31.0,875.0,6163.84,0.01,83.5,73.82,514681.05,2.05,28593.39,179,22,15,3,44,88,541,334,96,True
51.0,9.0,1.0,6.0,106.0,552.2,0.04,22.94,24.07,12668.16,0.18,703.79,33,9,7,0,20,17,67,39,17,False
7.0,2.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,5,0,0,0,7,3,8,4,3,True
4.0,1.0,1.0,1.0,3.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,3,0,1,False
146.0,14.0,6.0,10.0,644.0,4138.51,0.02,57.1,72.48,236295.83,1.38,13127.55,129,2,13,0,24,62,350,295,27,False
40.0,8.0,7.0,4.0,115.0,599.09,0.04,22.69,26.4,13595.95,0.2,755.33,28,2,8,0,19,18,72,43,15,False
13.0,1.0,1.0,1.0,34.0,144.43,0.21,4.67,30.95,674.0,0.05,37.44,7,0,4,0,7,12,18,16,1,False
103.0,13.0,13.0,11.0,321.0,1864.16,0.02,41.12,45.33,76656.56,0.62,4258.7,63,0,31,1,23,33,203,118,24,False
